# This is the file of observation plan. Lines starting with "#" will be ignored.
# When program is running, you can update the file to change your observation plan.
# Use "stop" to end an observation plan.
# Any problems, contact astrofanlee@gmail.com
#Year   Month   Day     Hour    Min     Sec     Az.     Alt.    Antennas(Use "-" for continuous)
2015	11	26	18	0	1	10	66	1-14,16
2015	11	26	18	5	1	180	11	1-14,16
2015	11	26	18	10	1	10	66	1-14,16
2015	11	26	18	15	1	180	11	1-14,16
2015	11	26	18	20	1	10	66	1-14,16
2015	11	26	18	25	1	180	11	1-14,16
2015	11	26	18	30	1	10	66	1-14,16
2015	11	26	18	35	1	180	11	1-14,16
2015	11	26	18	40	1	10	66	1-14,16
2015	11	26	18	45	1	180	11	1-14,16
2015	11	26	18	50	1	10	66	1-14,16
2015	11	26	18	55	1	180	11	1-14,16
2015	11	26	19	0	1	10	66	1-14,16
2015	11	26	19	5	1	180	11	1-14,16
2015	11	26	19	10	1	10	66	1-14,16
2015	11	26	19	15	1	180	11	1-14,16
2015	11	26	19	20	1	10	66	1-14,16
2015	11	26	19	25	1	180	11	1-14,16
2015	11	26	19	30	1	10	66	1-14,16
2015	11	26	19	35	1	180	11	1-14,16
2015	11	26	19	40	1	10	66	1-14,16
2015	11	26	19	45	1	180	11	1-14,16
2015	11	26	19	50	1	10	66	1-14,16
2015	11	26	19	55	1	180	11	1-14,16
2015	11	26	20	0	1	10	66	1-14,16
2015	11	26	20	5	1	180	11	1-14,16
2015	11	26	20	10	1	10	66	1-14,16
2015	11	26	20	15	1	180	11	1-14,16
2015	11	26	20	20	1	10	66	1-14,16
2015	11	26	20	25	1	180	11	1-14,16
2015	11	26	20	30	1	10	66	1-14,16
2015	11	26	20	35	1	180	11	1-14,16
2015	11	26	20	40	1	10	66	1-14,16
2015	11	26	20	45	1	180	11	1-14,16
2015	11	26	20	50	1	10	66	1-14,16
2015	11	26	20	55	1	180	11	1-14,16
2015	11	26	21	0	1	10	66	1-14,16
2015	11	26	21	5	1	180	11	1-14,16
2015	11	26	21	10	1	10	66	1-14,16
2015	11	26	21	15	1	180	11	1-14,16
2015	11	26	21	20	1	10	66	1-14,16
2015	11	26	21	25	1	180	11	1-14,16
2015	11	26	21	30	1	10	66	1-14,16
2015	11	26	21	35	1	180	11	1-14,16
2015	11	26	21	40	1	10	66	1-14,16
2015	11	26	21	45	1	180	11	1-14,16
2015	11	26	21	50	1	10	66	1-14,16
2015	11	26	21	55	1	180	11	1-14,16
2015	11	26	22	0	1	10	66	1-14,16
2015	11	26	22	5	1	180	11	1-14,16
2015	11	26	22	10	1	10	66	1-14,16
2015	11	26	22	15	1	180	11	1-14,16
2015	11	26	22	20	1	10	66	1-14,16
2015	11	26	22	25	1	180	11	1-14,16
2015	11	26	22	30	1	10	66	1-14,16
2015	11	26	22	35	1	180	11	1-14,16
2015	11	26	22	40	1	10	66	1-14,16
2015	11	26	22	45	1	180	11	1-14,16
2015	11	26	22	50	1	10	66	1-14,16
2015	11	26	22	55	1	180	11	1-14,16
2015	11	26	23	0	1	10	66	1-14,16
2015	11	26	23	5	1	180	11	1-14,16
2015	11	26	23	10	1	10	66	1-14,16
2015	11	26	23	15	1	180	11	1-14,16
2015	11	26	23	20	1	10	66	1-14,16
2015	11	26	23	25	1	180	11	1-14,16
2015	11	26	23	30	1	10	66	1-14,16
2015	11	26	23	35	1	180	11	1-14,16
2015	11	26	23	40	1	10	66	1-14,16
2015	11	26	23	45	1	180	11	1-14,16
2015	11	26	23	50	1	10	66	1-14,16
2015	11	26	23	55	1	180	11	1-14,16
2015	11	27	0	0	1	10	66	1-14,16
2015	11	27	0	5	1	180	11	1-14,16
2015	11	27	0	10	1	10	66	1-14,16
2015	11	27	0	15	1	180	11	1-14,16
2015	11	27	0	20	1	10	66	1-14,16
2015	11	27	0	25	1	180	11	1-14,16
2015	11	27	0	30	1	10	66	1-14,16
2015	11	27	0	35	1	180	11	1-14,16
2015	11	27	0	40	1	10	66	1-14,16
2015	11	27	0	45	1	180	11	1-14,16
2015	11	27	0	50	1	10	66	1-14,16
2015	11	27	0	55	1	180	11	1-14,16
2015	11	27	1	0	1	10	66	1-14,16
2015	11	27	1	5	1	180	11	1-14,16
2015	11	27	1	10	1	10	66	1-14,16
2015	11	27	1	15	1	180	11	1-14,16
2015	11	27	1	20	1	10	66	1-14,16
2015	11	27	1	25	1	180	11	1-14,16
2015	11	27	1	30	1	10	66	1-14,16
2015	11	27	1	35	1	180	11	1-14,16
2015	11	27	1	40	1	10	66	1-14,16
2015	11	27	1	45	1	180	11	1-14,16
2015	11	27	1	50	1	10	66	1-14,16
2015	11	27	1	55	1	180	11	1-14,16
2015	11	27	2	0	1	10	66	1-14,16
2015	11	27	2	5	1	180	11	1-14,16
2015	11	27	2	10	1	10	66	1-14,16
2015	11	27	2	15	1	180	11	1-14,16
2015	11	27	2	20	1	10	66	1-14,16
2015	11	27	2	25	1	180	11	1-14,16
2015	11	27	2	30	1	10	66	1-14,16
2015	11	27	2	35	1	180	11	1-14,16
2015	11	27	2	40	1	10	66	1-14,16
2015	11	27	2	45	1	180	11	1-14,16
2015	11	27	2	50	1	10	66	1-14,16
2015	11	27	2	55	1	180	11	1-14,16
2015	11	27	3	0	1	10	66	1-14,16
2015	11	27	3	5	1	180	11	1-14,16
2015	11	27	3	10	1	10	66	1-14,16
2015	11	27	3	15	1	180	11	1-14,16
2015	11	27	3	20	1	10	66	1-14,16
2015	11	27	3	25	1	180	11	1-14,16
2015	11	27	3	30	1	10	66	1-14,16
2015	11	27	3	35	1	180	11	1-14,16
2015	11	27	3	40	1	10	66	1-14,16
2015	11	27	3	45	1	180	11	1-14,16
2015	11	27	3	50	1	10	66	1-14,16
2015	11	27	3	55	1	180	11	1-14,16
2015	11	27	4	0	1	10	66	1-14,16
2015	11	27	4	5	1	180	11	1-14,16
2015	11	27	4	10	1	10	66	1-14,16
2015	11	27	4	15	1	180	11	1-14,16
2015	11	27	4	20	1	10	66	1-14,16
2015	11	27	4	25	1	180	11	1-14,16
2015	11	27	4	30	1	10	66	1-14,16
2015	11	27	4	35	1	180	11	1-14,16
2015	11	27	4	40	1	10	66	1-14,16
2015	11	27	4	45	1	180	11	1-14,16
2015	11	27	4	50	1	10	66	1-14,16
2015	11	27	4	55	1	180	11	1-14,16
2015	11	27	5	0	1	10	66	1-14,16
2015	11	27	5	5	1	180	11	1-14,16
2015	11	27	5	10	1	10	66	1-14,16
2015	11	27	5	15	1	180	11	1-14,16
2015	11	27	5	20	1	10	66	1-14,16
2015	11	27	5	25	1	180	11	1-14,16
2015	11	27	5	30	1	10	66	1-14,16
2015	11	27	5	35	1	180	11	1-14,16
2015	11	27	5	40	1	10	66	1-14,16
2015	11	27	5	45	1	180	11	1-14,16
2015	11	27	5	50	1	10	66	1-14,16
2015	11	27	5	55	1	180	11	1-14,16
2015	11	27	6	0	1	10	66	1-14,16
2015	11	27	6	5	1	180	11	1-14,16
2015	11	27	6	10	1	10	66	1-14,16
2015	11	27	6	15	1	180	11	1-14,16
2015	11	27	6	20	1	10	66	1-14,16
2015	11	27	6	25	1	180	11	1-14,16
2015	11	27	6	30	1	10	66	1-14,16
2015	11	27	6	35	1	180	11	1-14,16
2015	11	27	6	40	1	10	66	1-14,16
2015	11	27	6	45	1	180	11	1-14,16
2015	11	27	6	50	1	10	66	1-14,16
2015	11	27	6	55	1	180	11	1-14,16
2015	11	27	7	0	1	10	66	1-14,16
2015	11	27	7	5	1	180	11	1-14,16
2015	11	27	7	10	1	10	66	1-14,16
2015	11	27	7	15	1	180	11	1-14,16
2015	11	27	7	20	1	10	66	1-14,16
2015	11	27	7	25	1	180	11	1-14,16
2015	11	27	7	30	1	10	66	1-14,16
2015	11	27	7	35	1	180	11	1-14,16
2015	11	27	7	40	1	10	66	1-14,16
2015	11	27	7	45	1	180	11	1-14,16
2015	11	27	7	50	1	10	66	1-14,16
2015	11	27	7	55	1	180	11	1-14,16
2015	11	27	8	0	1	10	66	1-14,16
2015	11	27	8	5	1	180	11	1-14,16
2015	11	27	8	10	1	10	66	1-14,16
2015	11	27	8	15	1	180	11	1-14,16
2015	11	27	8	20	1	10	66	1-14,16
2015	11	27	8	25	1	180	11	1-14,16
2015	11	27	8	30	1	10	66	1-14,16
2015	11	27	8	35	1	180	11	1-14,16
2015	11	27	8	40	1	10	66	1-14,16
2015	11	27	8	45	1	180	11	1-14,16
2015	11	27	8	50	1	10	66	1-14,16
2015	11	27	8	55	1	180	11	1-14,16
2015	11	27	9	0	1	10	66	1-14,16
2015	11	27	9	5	1	180	11	1-14,16
2015	11	27	9	10	1	10	66	1-14,16
2015	11	27	9	15	1	180	11	1-14,16
2015	11	27	9	20	1	10	66	1-14,16
2015	11	27	9	25	1	180	11	1-14,16
2015	11	27	9	30	1	10	66	1-14,16
2015	11	27	9	35	1	180	11	1-14,16
2015	11	27	9	40	1	10	66	1-14,16
2015	11	27	9	45	1	180	11	1-14,16
2015	11	27	9	50	1	10	66	1-14,16
2015	11	27	9	55	1	180	11	1-14,16
2015	11	27	10	0	1	10	66	1-14,16
2015	11	27	10	5	1	180	11	1-14,16
2015	11	27	10	10	1	10	66	1-14,16
2015	11	27	10	15	1	180	11	1-14,16
2015	11	27	10	20	1	10	66	1-14,16
2015	11	27	10	25	1	180	11	1-14,16
2015	11	27	10	30	1	10	66	1-14,16
2015	11	27	10	35	1	180	11	1-14,16
2015	11	27	10	40	1	10	66	1-14,16
2015	11	27	10	45	1	180	11	1-14,16
2015	11	27	10	50	1	10	66	1-14,16
2015	11	27	10	55	1	180	11	1-14,16
2015	11	27	11	0	1	10	66	1-14,16
2015	11	27	11	5	1	180	11	1-14,16
2015	11	27	11	10	1	10	66	1-14,16
2015	11	27	11	15	1	180	11	1-14,16
2015	11	27	11	20	1	10	66	1-14,16
2015	11	27	11	25	1	180	11	1-14,16
2015	11	27	11	30	1	10	66	1-14,16
2015	11	27	11	35	1	180	11	1-14,16
2015	11	27	11	40	1	10	66	1-14,16
2015	11	27	11	45	1	180	11	1-14,16
2015	11	27	11	50	1	10	66	1-14,16
2015	11	27	11	55	1	180	11	1-14,16
2015	11	27	12	0	1	10	66	1-14,16
2015	11	27	12	5	1	180	11	1-14,16
2015	11	27	12	10	1	10	66	1-14,16
2015	11	27	12	15	1	180	11	1-14,16
2015	11	27	12	20	1	10	66	1-14,16
2015	11	27	12	25	1	180	11	1-14,16
2015	11	27	12	30	1	10	66	1-14,16
2015	11	27	12	35	1	180	11	1-14,16
2015	11	27	12	40	1	10	66	1-14,16
2015	11	27	12	45	1	180	11	1-14,16
2015	11	27	12	50	1	10	66	1-14,16
2015	11	27	12	55	1	180	11	1-14,16
2015	11	27	13	0	1	10	66	1-14,16
2015	11	27	13	5	1	180	11	1-14,16
2015	11	27	13	10	1	10	66	1-14,16
2015	11	27	13	15	1	180	11	1-14,16
2015	11	27	13	20	1	10	66	1-14,16
2015	11	27	13	25	1	180	11	1-14,16
2015	11	27	13	30	1	10	66	1-14,16
2015	11	27	13	35	1	180	11	1-14,16
2015	11	27	13	40	1	10	66	1-14,16
2015	11	27	13	45	1	180	11	1-14,16
2015	11	27	13	50	1	10	66	1-14,16
2015	11	27	13	55	1	180	11	1-14,16
2015	11	27	14	0	1	10	66	1-14,16
2015	11	27	14	5	1	180	11	1-14,16
2015	11	27	14	10	1	10	66	1-14,16
2015	11	27	14	15	1	180	11	1-14,16
2015	11	27	14	20	1	10	66	1-14,16
2015	11	27	14	25	1	180	11	1-14,16
2015	11	27	14	30	1	10	66	1-14,16
2015	11	27	14	35	1	180	11	1-14,16
2015	11	27	14	40	1	10	66	1-14,16
2015	11	27	14	45	1	180	11	1-14,16
2015	11	27	14	50	1	10	66	1-14,16
2015	11	27	14	55	1	180	11	1-14,16
2015	11	27	15	0	1	10	66	1-14,16
2015	11	27	15	5	1	180	11	1-14,16
2015	11	27	15	10	1	10	66	1-14,16
2015	11	27	15	15	1	180	11	1-14,16
2015	11	27	15	20	1	10	66	1-14,16
2015	11	27	15	25	1	180	11	1-14,16
2015	11	27	15	30	1	10	66	1-14,16
2015	11	27	15	35	1	180	11	1-14,16
2015	11	27	15	40	1	10	66	1-14,16
2015	11	27	15	45	1	180	11	1-14,16
2015	11	27	15	50	1	10	66	1-14,16
2015	11	27	15	55	1	180	11	1-14,16
2015	11	27	16	0	1	10	66	1-14,16
2015	11	27	16	5	1	180	11	1-14,16
2015	11	27	16	10	1	10	66	1-14,16
2015	11	27	16	15	1	180	11	1-14,16
2015	11	27	16	20	1	10	66	1-14,16
2015	11	27	16	25	1	180	11	1-14,16
2015	11	27	16	30	1	10	66	1-14,16
2015	11	27	16	35	1	180	11	1-14,16
2015	11	27	16	40	1	10	66	1-14,16
2015	11	27	16	45	1	180	11	1-14,16
2015	11	27	16	50	1	10	66	1-14,16
2015	11	27	16	55	1	180	11	1-14,16
2015	11	27	17	0	1	10	66	1-14,16
2015	11	27	17	5	1	180	11	1-14,16
